SN,DN/IP-List,First-Date,Last-Date
1713,60.11.171.26,2010/11/18,2010/11/18
1714,202.91.9.41,2010/11/17,2010/11/17
1715,173.200.118.114,2010/11/16,2010/11/16
1716,59.120.183.156,2010/11/16,2010/11/16
1717,61.32.211.158,2010/10/22,2010/11/16
1718,71.41.214.210,2010/11/16,2010/11/16
1719,71.56.69.34,2010/11/16,2010/11/16
1720,202.131.79.3,2010/11/15,2010/11/15
1721,168.8.80.21,2010/11/09,2010/11/10
1722,203.45.204.239,2010/10/14,2010/11/10
1723,68.188.216.157,2010/11/10,2010/11/10
1724,80.93.218.227,2010/11/10,2010/11/10
1725,202.172.37.145,2010/03/04,2010/11/09
1726,59.120.16.115,2010/11/08,2010/11/09
1727,61.219.174.62,2010/11/04,2010/11/04
1728,208.73.56.217,2010/11/01,2010/11/01
1729,216.7.75.138,2010/10/27,2010/10/27
1730,211.22.79.19,2010/08/05,2010/10/26
1731,210.245.194.241,2010/10/25,2010/10/25
1732,211.20.133.182,2010/03/11,2010/10/25
1733,211.54.199.245,2010/10/22,2010/10/22
1734,60.248.1.104,2010/10/22,2010/10/22
1735,68.184.111.77,2010/10/19,2010/10/22
1736,211.35.222.7,2010/10/21,2010/10/21
1737,211.35.222.8,2010/10/21,2010/10/21
1738,200.57.183.219,2010/10/13,2010/10/15
1739,193.188.81.52,2010/05/07,2010/10/14
1740,79.107.104.49,2010/10/14,2010/10/14
1741,96.51.224.139,2010/10/14,2010/10/14
1742,59.120.25.165,2010/10/13,2010/10/13
1743,213.132.81.171,2010/09/27,2010/10/12
1744,187.45.228.58,2010/10/05,2010/10/11
1745,65.51.146.202,2010/10/11,2010/10/11
1746,68.213.161.83,2010/10/11,2010/10/11
1747,69.95.231.197,2010/06/24,2010/10/11
1748,110.10.235.170,2010/10/09,2010/10/09
1749,118.232.219.25,2010/10/09,2010/10/09
1750,211.35.222.6,2010/10/09,2010/10/09
1751,59.26.170.172,2010/10/09,2010/10/09
1752,61.218.230.203,2010/07/15,2010/10/09
1753,200.41.57.59,2010/10/04,2010/10/04
1754,203.198.141.31,2010/10/04,2010/10/04
1755,59.24.129.134,2010/09/27,2010/10/04
1756,211.35.222.2,2010/10/01,2010/10/01
1757,12.1.112.117,2010/09/30,2010/09/30
1758,200.107.243.160,2010/09/29,2010/09/30
1759,60.250.61.161,2010/09/27,2010/09/30
1760,60.251.51.183,2010/09/30,2010/09/30
1761,203.167.191.196,2010/09/29,2010/09/29
1762,203.234.132.173,2010/09/29,2010/09/29
1763,211.75.41.98,2010/07/28,2010/09/29
1764,220.246.37.10,2010/09/29,2010/09/29
1765,69.213.183.239,2010/09/28,2010/09/28
1766,64.37.73.102,2010/09/27,2010/09/27
1767,211.238.135.152,2010/09/24,2010/09/24
1768,58.238.248.34,2010/09/21,2010/09/23
1769,221.231.138.91,2010/06/16,2010/09/21
1770,71.5.121.130,2010/07/20,2010/09/21
1771,213.82.152.172,2010/09/07,2010/09/20
1772,116.48.148.160,2010/09/18,2010/09/18
1773,71.41.164.66,2010/09/17,2010/09/17
1774,60.249.11.69,2010/09/16,2010/09/16
1775,60.250.87.100,2010/09/16,2010/09/16
1776,61.250.182.229,2010/09/09,2010/09/15
1777,200.32.80.86,2010/09/14,2010/09/14
1778,202.134.113.201,2010/05/07,2010/09/10
1779,203.69.107.93,2010/09/10,2010/09/10
1780,70.96.132.252,2010/06/03,2010/09/10
1781,210.211.177.184,2010/09/09,2010/09/09
1782,60.249.84.6,2010/09/02,2010/09/09
1783,61.220.108.188,2010/09/09,2010/09/09
1784,65.40.128.3,2010/07/12,2010/09/09
1785,201.222.4.35,2010/09/08,2010/09/08
1786,202.138.184.18,2010/06/25,2010/09/08
1787,211.21.82.20,2010/06/22,2010/09/08
1788,70.85.221.10,2010/09/08,2010/09/08
1789,210.205.126.3,2010/09/06,2010/09/07
1790,62.100.154.164,2010/09/06,2010/09/07
1791,124.124.223.236,2010/09/01,2010/09/03
1792,60.251.178.225,2010/08/27,2010/09/02
1793,63.144.90.27,2010/07/27,2010/09/02
1794,113.18.5.154,2010/08/31,2010/08/31
1795,12.184.115.132,2010/07/09,2010/08/31
1796,12.200.226.186,2010/07/09,2010/08/31
1797,207.224.111.213,2010/05/24,2010/08/31
1798,208.15.24.71,2010/08/17,2010/08/31
1799,88.2.139.241,2010/07/09,2010/08/31
1800,202.60.71.2,2009/03/12,2010/08/30
1801,203.69.107.188,2010/08/24,2010/08/24
1802,207.224.115.213,2010/08/24,2010/08/24
1803,61.56.129.115,2010/08/24,2010/08/24
1804,202.55.91.135,2010/08/17,2010/08/20
1805,202.69.167.165,2010/08/17,2010/08/20
1806,193.104.146.12,2010/08/12,2010/08/17
1807,221.231.138.33,2010/05/21,2010/08/17
1808,211.35.204.161,2010/08/16,2010/08/16
1809,59.160.98.131,2010/08/11,2010/08/11
1810,188.65.74.161,2010/07/31,2010/08/09
1811,65.69.123.132,2010/04/26,2010/08/06
1812,202.158.9.226,2010/08/02,2010/08/05
1813,203.197.230.57,2010/08/02,2010/08/05
1814,60.251.232.88,2010/08/05,2010/08/05
1815,202.164.34.167,2010/08/03,2010/08/04
1816,202.3.166.116,2010/08/04,2010/08/04
1817,75.101.8.20,2010/08/04,2010/08/04
1818,60.250.184.19,2010/08/02,2010/08/02
1819,203.222.195.100,2010/07/28,2010/07/30
1820,220.246.73.23,2010/07/29,2010/07/30
1821,67.42.70.55,2010/05/05,2010/07/30
1822,212.102.5.74,2010/07/29,2010/07/29
1823,212.62.123.186,2010/07/29,2010/07/29
1824,220.130.189.220,2010/06/24,2010/07/28
1825,66.208.116.79,2010/07/16,2010/07/28
1826,66.209.45.102,2010/07/16,2010/07/28
1827,211.234.117.197,2010/07/27,2010/07/27
1828,61.34.4.52,2010/07/08,2010/07/21
1829,59.120.22.3,2010/07/20,2010/07/20
1830,202.61.52.26,2010/06/29,2010/07/19
1831,209.208.95.13,2010/06/29,2010/07/19
1832,209.208.95.7,2010/06/29,2010/07/19
1833,209.235.187.138,2010/06/29,2010/07/19
1834,211.45.115.58,2010/07/17,2010/07/17
1835,211.75.195.176,2010/06/29,2010/07/16
1836,59.125.61.48,2010/07/15,2010/07/16
1837,203.171.233.164,2010/07/15,2010/07/15
1838,152.104.1.67,2009/03/19,2010/07/14
1839,61.6.245.236,2010/07/13,2010/07/13
1840,203.70.247.235,2010/07/07,2010/07/07
1841,65.15.58.98,2010/07/06,2010/07/06
1842,74.41.9.165,2010/07/02,2010/07/06
1843,12.68.194.7,2010/07/05,2010/07/05
1844,75.126.145.23,2010/07/05,2010/07/05
1845,98.103.97.83,2010/07/05,2010/07/05
1846,211.20.167.210,2010/06/22,2010/07/02
1847,58.137.175.130,2010/07/02,2010/07/02
1848,96.51.235.0,2010/07/01,2010/07/01
1849,202.63.239.177,2010/06/30,2010/06/30
1850,202.90.112.60,2010/06/30,2010/06/30
1851,203.129.192.9,2010/06/24,2010/06/30
1852,203.145.72.254,2010/06/24,2010/06/30
1853,210.212.204.172,2010/05/06,2010/06/30
1854,60.248.26.67,2010/06/30,2010/06/30
1855,201.22.184.42,2010/06/29,2010/06/29
1856,202.58.168.60,2010/06/29,2010/06/29
1857,203.75.230.73,2010/06/29,2010/06/29
1858,211.235.235.252,2010/06/24,2010/06/28
1859,211.72.230.222,2010/06/28,2010/06/28
1860,212.13.154.70,2010/06/24,2010/06/28
1861,219.119.3.179,2010/06/28,2010/06/28
1862,220.133.170.33,2010/06/24,2010/06/28
1863,65.49.28.135,2010/06/24,2010/06/28
1864,74.33.177.246,2010/06/24,2010/06/28
1865,201.116.24.194,2010/06/25,2010/06/25
1866,202.125.153.91,2010/06/25,2010/06/25
1867,58.147.70.151,2010/03/02,2010/06/25
1868,59.125.53.185,2009/12/29,2010/06/25
1869,59.96.49.79,2010/06/14,2010/06/25
1870,61.80.39.82,2010/06/25,2010/06/25
1871,72.22.0.197,2010/06/25,2010/06/25
1872,203.167.8.18,2010/06/24,2010/06/24
1873,203.198.178.161,2010/06/24,2010/06/24
1874,211.22.166.142,2010/06/24,2010/06/24
1875,212.116.143.226,2010/06/24,2010/06/24
1876,89.7.23.18,2010/06/24,2010/06/24
1877,211.25.207.235,2010/06/21,2010/06/23
1878,140.211.36.137,2010/05/24,2010/06/17
1879,194.90.119.224,2010/05/24,2010/06/17
1880,206.79.7.138,2010/05/24,2010/06/17
1881,203.237.110.9,2010/06/11,2010/06/14
1882,58.137.143.195,2010/06/09,2010/06/14
1883,61.246.241.180,2010/06/14,2010/06/14
1884,69.67.32.205,2010/06/14,2010/06/14
1885,120.35.121.13,2010/06/10,2010/06/10
1886,192.167.72.74,2010/06/10,2010/06/10
1887,203.210.138.131,2010/06/09,2010/06/10
1888,59.34.231.171,2010/06/10,2010/06/10
1889,211.45.115.46,2010/06/04,2010/06/09
1890,60.249.191.58,2010/06/09,2010/06/09
1891,69.46.178.228,2010/05/28,2010/06/09
1892,74.2.28.163,2010/05/04,2010/06/09
1893,88.83.197.207,2010/06/09,2010/06/09
1894,67.42.122.162,2010/06/04,2010/06/04
1895,68.15.65.207,2010/06/04,2010/06/04
1896,24.242.172.14,2010/05/31,2010/06/02
1897,59.16.129.1,2010/05/31,2010/06/02
1898,59.125.188.60,2010/05/27,2010/06/01
1899,61.107.131.147,2010/05/21,2010/06/01
1900,70.100.161.218,2010/05/31,2010/06/01
1901,139.223.34.30,2010/05/28,2010/05/28
1902,64.77.219.192,2010/05/28,2010/05/28
1903,211.45.115.19,2010/05/26,2010/05/27
1904,211.45.115.39,2010/05/24,2010/05/27
1905,211.45.119.13,2010/05/24,2010/05/27
1906,201.3.74.203,2010/05/26,2010/05/26
1907,208.71.102.144,2010/05/26,2010/05/26
1908,211.45.115.33,2010/05/25,2010/05/26
1909,206.180.225.130,2010/05/18,2010/05/25
1910,174.123.19.84,2010/05/11,2010/05/21
1911,202.81.250.243,2010/05/18,2010/05/21
1912,210.92.137.58,2010/05/21,2010/05/21
1913,140.239.222.230,2010/05/17,2010/05/20
1914,211.45.115.14,2010/05/17,2010/05/20
1915,212.96.46.1,2010/05/20,2010/05/20
1916,74.86.242.150,2010/05/18,2010/05/20
1917,202.51.95.248,2010/05/19,2010/05/19
1918,202.39.237.241,2010/05/12,2010/05/18
1919,203.237.98.13,2010/05/12,2010/05/18
1920,61.66.206.61,2008/03/06,2010/05/18
1921,208.84.20.130,2010/05/06,2010/05/17
1922,58.243.7.250,2010/05/17,2010/05/17
1923,63.243.164.30,2010/05/15,2010/05/17
1924,222.48.65.62,2010/05/16,2010/05/16
1925,202.3.161.79,2010/05/14,2010/05/14
1926,203.171.83.97,2010/05/14,2010/05/14
1927,211.22.75.68,2010/04/23,2010/05/14
1928,115.146.121.80,2010/05/11,2010/05/11
1929,194.67.119.10,2010/05/11,2010/05/11
1930,203.75.230.94,2010/05/05,2010/05/11
1931,220.128.96.21,2010/05/11,2010/05/11
1932,61.219.40.122,2010/05/10,2010/05/10
1933,222.77.70.237,2010/05/06,2010/05/07
1934,59.124.228.4,2010/05/05,2010/05/05
1935,203.237.124.15,2010/04/29,2010/04/29
1936,211.252.249.19,2010/04/29,2010/04/29
1937,61.16.169.68,2010/04/29,2010/04/29
1938,206.51.231.32,2010/04/28,2010/04/28
1939,210.24.246.245,2010/04/28,2010/04/28
1940,193.219.163.57,2010/04/22,2010/04/27
1941,60.249.49.148,2010/04/27,2010/04/27
1942,64.90.81.184,2010/04/23,2010/04/27
1943,203.189.68.254,2010/04/23,2010/04/26
1944,206.230.187.162,2010/04/26,2010/04/26
1945,216.254.186.190,2010/04/20,2010/04/26
1946,60.251.236.181,2009/12/28,2010/04/26
1947,65.19.5.51,2010/04/23,2010/04/26
1948,114.35.198.203,2010/04/23,2010/04/23
1949,120.50.35.58,2010/04/20,2010/04/23
1950,200.26.171.12,2010/04/21,2010/04/23
1951,209.98.211.26,2010/04/12,2010/04/23
1952,210.24.246.162,2010/04/21,2010/04/23
1953,211.127.17.16,2010/04/23,2010/04/23
1954,61.11.121.30,2010/04/23,2010/04/23
1955,64.25.64.17,2010/04/21,2010/04/23
1956,70.61.235.151,2010/04/23,2010/04/23
1957,76.10.92.169,2010/04/23,2010/04/23
1958,115.127.0.189,2010/04/21,2010/04/22
1959,202.77.117.88,2010/04/22,2010/04/22
1960,203.113.166.2,2010/04/22,2010/04/22
1961,210.112.252.94,2010/04/22,2010/04/22
1962,210.208.234.103,2010/04/22,2010/04/22
1963,125.134.58.118,2010/04/21,2010/04/21
1964,173.74.60.245,2010/03/31,2010/04/21
1965,194.38.99.213,2010/04/21,2010/04/21
1966,210.50.90.102,2010/04/21,2010/04/21
1967,61.107.29.111,2010/04/12,2010/04/21
1968,61.38.247.65,2010/04/13,2010/04/21
1969,210.71.208.152,2010/04/20,2010/04/20
1970,60.249.182.251,2010/04/20,2010/04/20
1971,202.175.125.11,2009/12/20,2010/04/19
1972,203.117.249.123,2010/04/15,2010/04/15
1973,74.141.132.42,2010/04/15,2010/04/15
1974,202.152.44.134,2010/04/12,2010/04/13
1975,64.203.128.190,2010/04/12,2010/04/13
1976,87.236.192.163,2010/01/12,2010/04/13
1977,205.201.144.131,2010/04/12,2010/04/12
1978,71.241.222.21,2010/04/12,2010/04/12
1979,59.56.177.176,2010/04/09,2010/04/09
1980,82.166.248.166,2010/04/08,2010/04/08
1981,200.6.215.106,2010/03/30,2010/04/01
1982,64.214.191.210,2010/03/31,2010/04/01
1983,80.240.166.58,2010/03/24,2010/04/01
1984,123.30.1.148,2010/03/26,2010/03/26
1985,194.165.152.170,2010/03/24,2010/03/26
1986,210.66.54.59,2010/03/03,2010/03/25
1987,220.227.250.126,2010/03/09,2010/03/25
1988,203.113.172.84,2010/03/04,2010/03/24
1989,210.24.246.233,2010/03/24,2010/03/24
1990,211.234.117.193,2010/03/24,2010/03/24
1991,59.124.119.26,2010/03/24,2010/03/24
1992,65.49.24.13,2010/03/24,2010/03/24
1993,64.219.3.59,2010/03/18,2010/03/22
1994,203.193.139.42,2010/03/11,2010/03/17
1995,61.220.138.100,2010/03/05,2010/03/16
1996,220.128.96.70,2010/03/11,2010/03/11
1997,59.125.1.178,2010/03/11,2010/03/11
1998,60.249.30.142,2010/03/11,2010/03/11
1999,61.220.82.44,2010/03/11,2010/03/11
2000,61.222.49.187,2010/03/11,2010/03/11
2001,79.4.56.98,2010/03/11,2010/03/11
2002,84.204.79.150,2010/03/11,2010/03/11
2003,200.36.167.40,2010/03/10,2010/03/10
2004,128.125.181.22,2010/03/09,2010/03/09
2005,165.233.47.19,2010/03/09,2010/03/09
2006,203.172.124.100,2010/03/04,2010/03/09
2007,61.102.223.3,2009/10/20,2010/03/09
2008,61.80.39.202,2010/03/09,2010/03/09
2009,66.18.224.45,2010/03/09,2010/03/09
2010,124.149.2.70,2009/11/18,2010/03/05
2011,200.142.88.5,2010/01/05,2010/03/05
2012,24.244.166.4,2010/03/05,2010/03/05
2013,60.234.56.249,2010/02/22,2010/03/05
2014,60.249.40.162,2009/11/18,2010/03/05
2015,61.221.219.7,2010/03/05,2010/03/05
2016,61.9.197.125,2010/01/25,2010/03/05
2017,61.9.216.48,2010/03/05,2010/03/05
2018,69.193.19.75,2010/03/05,2010/03/05
2019,201.15.105.226,2010/03/04,2010/03/04
2020,201.30.5.137,2010/01/04,2010/03/04
2021,202.158.132.19,2010/03/03,2010/03/04
2022,203.117.218.20,2010/02/23,2010/03/04
2023,203.98.145.58,2009/04/13,2010/03/04
2024,208.27.251.3,2010/03/04,2010/03/04
2025,220.134.105.105,2010/03/04,2010/03/04
2026,220.227.55.190,2010/03/02,2010/03/04
2027,59.120.254.210,2009/04/16,2010/03/04
2028,61.178.77.98,2010/03/04,2010/03/04
2029,61.221.139.197,2010/03/04,2010/03/04
2030,61.221.152.191,2010/02/03,2010/03/04
2031,61.7.150.118,2010/02/03,2010/03/04
2032,64.60.38.150,2010/03/04,2010/03/04
2033,72.249.89.53,2010/03/04,2010/03/04
2034,87.22.148.12,2010/03/04,2010/03/04
2035,202.73.213.39,2010/03/03,2010/03/03
2036,211.234.110.66,2009/01/09,2010/03/03
2037,211.52.116.177,2009/04/16,2010/03/03
2038,63.201.78.40,2009/12/21,2010/03/03
2039,96.51.233.231,2010/03/03,2010/03/03
2040,59.124.161.12,2010/03/02,2010/03/02
2041,59.150.42.1,2009/12/29,2010/03/02
2042,202.168.29.36,2010/03/01,2010/03/01
2043,211.78.147.226,2010/01/26,2010/03/01
2044,61.64.16.64,2010/02/24,2010/03/01
2045,61.63.2.96,2010/02/02,2010/02/23
2046,211.78.147.236,2010/02/22,2010/02/22
2047,61.246.140.214,2010/02/20,2010/02/22
2048,80.33.119.238,2010/02/10,2010/02/11
2049,80.37.155.190,2010/02/10,2010/02/11
2050,211.237.40.120,2010/02/03,2010/02/10
2051,211.75.111.212,2010/02/03,2010/02/10
2052,203.220.22.176,2009/11/03,2010/02/05
2053,203.186.121.64,2010/02/04,2010/02/04
2054,210.142.235.202,2010/02/04,2010/02/04
2055,220.245.242.243,2010/02/04,2010/02/04
2056,59.120.147.86,2010/02/04,2010/02/04
2057,59.126.202.133,2010/01/26,2010/02/04
2058,203.146.251.210,2010/01/22,2010/02/03
2059,209.207.119.9,2010/01/26,2010/02/03
2060,65.41.157.88,2010/01/28,2010/02/01
2061,119.202.10.248,2009/12/29,2010/01/28
2062,203.152.28.132,2010/01/26,2010/01/27
2063,61.218.245.190,2010/01/25,2010/01/27
2064,61.220.128.167,2010/01/26,2010/01/27
2065,61.221.107.253,2010/01/26,2010/01/27
2066,220.110.181.90,2008/08/08,2010/01/26
2067,122.146.68.99,2010/01/21,2010/01/25
2068,203.105.88.115,2010/01/11,2010/01/25
2069,203.80.251.172,2010/01/25,2010/01/25
2070,213.3.19.138,2010/01/25,2010/01/25
2071,59.120.22.205,2010/01/13,2010/01/25
2072,61.41.137.141,2010/01/11,2010/01/25
2073,63.201.78.17,2010/01/05,2010/01/25
2074,68.15.34.223,2010/01/25,2010/01/25
2075,202.75.205.56,2008/07/03,2010/01/21
2076,203.114.104.93,2010/01/15,2010/01/21
2077,203.154.62.118,2010/01/21,2010/01/21
2078,211.234.110.77,2008/10/09,2010/01/21
2079,59.120.36.81,2009/09/22,2010/01/21
2080,211.21.228.175,2010/01/19,2010/01/20
2081,211.53.79.8,2010/01/19,2010/01/20
2082,216.118.88.253,2010/01/19,2010/01/20
2083,61.220.23.217,2010/01/11,2010/01/20
2084,201.11.52.159,2010/01/19,2010/01/19
2085,220.130.108.75,2007/11/29,2010/01/19
2086,220.130.178.142,2010/01/05,2010/01/19
2087,220.130.61.4,2010/01/07,2010/01/19
2088,60.249.179.200,2010/01/17,2010/01/19
2089,203.193.173.23,2010/01/13,2010/01/18
2090,204.27.231.213,2010/01/14,2010/01/18
2091,60.250.9.58,2010/01/14,2010/01/18
2092,218.211.178.253,2010/01/15,2010/01/15
2093,61.246.243.140,2009/12/29,2010/01/14
2094,200.172.57.130,2010/01/12,2010/01/13
2095,203.197.205.165,2010/01/12,2010/01/13
2096,210.176.56.203,2010/01/08,2010/01/13
2097,58.137.117.100,2010/01/13,2010/01/13
2098,59.90.219.16,2010/01/13,2010/01/13
2099,61.220.79.242,2010/01/06,2010/01/13
2100,61.220.79.99,2009/09/22,2010/01/13
2101,62.215.206.217,2009/12/24,2010/01/13
2102,83.111.62.193,2010/01/13,2010/01/13
2103,125.215.189.114,2010/01/12,2010/01/12
2104,60.250.199.105,2009/12/22,2010/01/09
2105,200.62.14.156,2009/12/21,2010/01/08
2106,201.20.7.68,2010/01/04,2010/01/08
2107,59.120.198.68,2010/01/04,2010/01/08
2108,60.248.177.160,2008/03/20,2010/01/08
2109,60.251.136.121,2010/01/08,2010/01/08
2110,60.251.67.241,2009/09/23,2010/01/08
2111,202.75.153.4,2009/07/17,2010/01/07
2112,202.87.52.3,2010/01/06,2010/01/06
2113,61.218.137.181,2009/12/23,2010/01/06
2114,62.60.154.88,2009/11/29,2010/01/06
2115,130.235.244.116,2010/01/04,2010/01/05
2116,211.72.235.146,2009/10/09,2010/01/05
2117,202.129.54.101,2009/12/21,2009/12/30
2118,220.132.136.233,2008/10/16,2009/12/30
2119,59.126.246.233,2009/12/29,2009/12/30
2120,82.165.178.122,2009/12/21,2009/12/30
2121,125.214.216.13,2009/12/24,2009/12/29
2122,200.47.117.179,2009/12/01,2009/12/29
2123,202.83.206.2,2009/12/21,2009/12/29
2124,203.82.42.100,2009/10/19,2009/12/29
2125,60.248.146.206,2009/12/21,2009/12/29
2126,60.248.99.165,2009/12/21,2009/12/29
2127,61.247.254.71,2009/12/29,2009/12/29
2128,202.52.98.226,2009/12/27,2009/12/27
2129,210.204.136.244,2009/12/27,2009/12/27
2130,202.87.2.66,2009/11/16,2009/12/25
2131,61.107.174.115,2009/12/18,2009/12/25
2132,121.134.169.2,2009/12/24,2009/12/24
2133,200.40.167.210,2009/12/14,2009/12/24
2134,200.52.13.85,2009/11/05,2009/12/24
2135,220.227.98.14,2009/12/22,2009/12/24
2136,60.251.46.50,2009/12/24,2009/12/24
2137,61.218.117.75,2009/12/23,2009/12/23
2138,61.218.155.5,2009/12/22,2009/12/23
2139,61.220.200.49,2009/12/21,2009/12/23
2140,202.71.102.163,2009/09/22,2009/12/21
2141,211.72.235.184,2009/12/21,2009/12/21
2142,212.6.40.100,2009/12/21,2009/12/21
2143,220.128.129.195,2009/12/21,2009/12/21
2144,59.124.234.92,2009/12/21,2009/12/21
2145,62.60.154.10,2009/11/29,2009/12/21
2146,203.130.227.156,2009/12/04,2009/12/16
2147,211.232.191.8,2008/06/26,2009/12/16
2148,212.119.85.251,2009/12/10,2009/12/15
2149,168.8.96.54,2009/12/01,2009/12/14
2150,203.117.210.150,2009/11/27,2009/12/10
2151,203.125.40.218,2009/11/27,2009/12/10
2152,60.250.48.88,2009/12/10,2009/12/10
2153,61.221.43.47,2009/12/08,2009/12/09
2154,60.249.6.193,2009/12/08,2009/12/08
2155,61.204.248.51,2009/12/07,2009/12/07
2156,61.219.108.213,2009/12/07,2009/12/07
2157,202.71.158.68,2009/10/27,2009/12/04
2158,211.78.147.203,2009/10/17,2009/12/04
2159,68.89.135.192,2009/12/04,2009/12/04
2160,61.220.37.164,2009/12/03,2009/12/03
2161,61.14.189.29,2009/11/29,2009/11/29
2162,203.239.165.252,2009/11/27,2009/11/27
2163,61.56.71.196,2009/11/27,2009/11/27
2164,152.149.43.191,2009/10/23,2009/11/26
2165,202.14.148.40,2009/11/26,2009/11/26
2166,206.196.106.85,2009/11/26,2009/11/26
2167,211.20.151.190,2009/11/26,2009/11/26
2168,220.130.190.224,2009/11/11,2009/11/26
2169,59.15.165.41,2009/10/23,2009/11/26
2170,60.249.118.164,2008/06/19,2009/11/26
2171,61.76.125.226,2009/10/23,2009/11/26
2172,61.47.48.254,2009/11/18,2009/11/18
2173,200.35.172.212,2009/11/13,2009/11/13
2174,204.16.195.119,2009/11/13,2009/11/13
2175,202.57.35.195,2009/11/12,2009/11/12
2176,174.133.104.210,2009/10/09,2009/11/11
2177,218.61.7.9,2009/10/09,2009/11/11
2178,221.12.89.137,2009/10/09,2009/11/11
2179,221.230.2.208,2009/10/09,2009/11/11
2180,222.138.109.99,2009/10/09,2009/11/11
2181,59.120.85.52,2007/03/29,2009/11/11
2182,60.249.118.165,2009/10/19,2009/11/11
2183,61.158.167.52,2009/10/09,2009/11/11
2184,61.158.167.59,2009/10/09,2009/11/11
2185,69.162.117.50,2009/10/09,2009/11/11
2186,72.167.161.72,2009/10/09,2009/11/11
2187,193.104.27.91,2009/11/07,2009/11/07
2188,210.0.211.18,2009/10/27,2009/10/30
2189,60.251.61.36,2009/10/20,2009/10/30
2190,202.153.93.205,2009/10/29,2009/10/29
2191,203.69.235.18,2009/10/27,2009/10/27
2192,60.251.190.170,2009/10/20,2009/10/27
2193,200.29.136.130,2009/10/19,2009/10/22
2194,202.85.54.210,2009/10/15,2009/10/21
2195,59.124.3.209,2009/05/05,2009/10/19
2196,121.161.119.129,2009/08/20,2009/10/16
2197,62.33.132.24,2009/08/20,2009/10/16
2198,82.114.96.10,2009/08/20,2009/10/16
2199,91.185.12.43,2009/08/20,2009/10/16
2200,203.172.165.231,2009/09/25,2009/10/13
2201,210.212.202.206,2009/10/13,2009/10/13
2202,210.64.21.53,2009/10/12,2009/10/12
2203,211.72.235.143,2009/10/09,2009/10/09
2204,211.72.80.222,2009/10/09,2009/10/09
2205,66.18.13.45,2009/09/25,2009/10/06
2206,75.126.107.245,2009/10/06,2009/10/06
2207,203.98.168.45,2009/10/04,2009/10/04
2208,59.124.209.179,2009/09/24,2009/09/30
2209,61.38.200.2,2009/09/24,2009/09/24
2210,210.65.60.34,2009/09/19,2009/09/23
2211,61.19.30.162,2009/09/15,2009/09/23
2212,60.250.48.106,2009/09/22,2009/09/22
2213,61.221.111.82,2009/06/02,2009/09/22
2214,61.221.139.196,2009/06/02,2009/09/22
2215,61.222.156.91,2009/06/02,2009/09/22
2216,116.48.128.3,2009/09/21,2009/09/21
2217,203.146.170.135,2009/09/18,2009/09/21
2218,203.197.88.8,2009/09/18,2009/09/21
2219,60.250.33.182,2009/09/21,2009/09/21
2220,84.16.224.55,2009/09/18,2009/09/18
2221,211.115.217.73,2009/08/14,2009/09/17
2222,125.215.207.121,2009/09/16,2009/09/16
2223,211.20.254.172,2009/09/16,2009/09/16
2224,220.130.73.163,2009/09/16,2009/09/16
2225,203.125.159.46,2009/09/15,2009/09/15
2226,202.65.223.202,2009/09/07,2009/09/10
2227,211.192.246.34,2009/09/02,2009/09/08
2228,61.219.192.139,2009/09/08,2009/09/08
2229,121.52.209.21,2009/09/07,2009/09/07
2230,200.77.220.73,2009/08/20,2009/09/04
2231,220.179.124.85,2007/05/17,2009/09/04
2232,87.224.147.7,2009/08/20,2009/09/04
2233,89.175.70.98,2009/08/20,2009/09/04
2234,66.96.202.8,2009/09/02,2009/09/02
2235,202.67.215.143,2009/05/26,2009/09/01
2236,61.8.195.132,2009/08/11,2009/08/28
2237,216.75.65.90,2009/08/19,2009/08/26
2238,218.44.158.252,2009/07/27,2009/08/26
2239,211.39.162.61,2009/07/21,2009/08/25
2240,69.95.149.141,2009/07/22,2009/08/24
2241,203.118.38.107,2009/08/06,2009/08/21
2242,210.203.87.113,2008/05/28,2009/08/21
2243,219.90.114.29,2009/08/21,2009/08/21
2244,125.215.160.235,2009/08/20,2009/08/20
2245,69.18.242.5,2009/08/19,2009/08/20
2246,61.222.238.84,2009/08/17,2009/08/17
2247,122.116.108.11,2009/04/16,2009/08/13
2248,59.120.120.47,2009/08/12,2009/08/13
2249,61.220.214.107,2009/08/12,2009/08/13
2250,61.75.7.191,2009/08/13,2009/08/13
2251,203.174.43.68,2009/07/06,2009/08/11
2252,211.234.117.30,2009/07/22,2009/08/11
2253,210.64.124.9,2009/08/10,2009/08/10
2254,210.65.60.38,2009/08/03,2009/08/10
2255,220.128.158.226,2009/01/09,2009/08/10
2256,59.120.186.170,2009/08/07,2009/08/10
2257,60.249.35.105,2009/08/06,2009/08/10
2258,69.84.229.83,2009/08/03,2009/08/10
2259,121.170.107.155,2009/08/06,2009/08/06
2260,202.83.220.34,2009/08/06,2009/08/06
2261,203.123.217.240,2008/06/19,2009/08/05
2262,59.105.179.114,2008/04/24,2009/08/05
2263,202.123.23.12,2009/07/30,2009/07/30
2264,210.5.175.119,2008/10/09,2009/07/29
2265,211.234.110.78,2009/07/29,2009/07/29
2266,202.44.219.60,2009/07/15,2009/07/28
2267,202.82.189.233,2009/07/16,2009/07/28
2268,210.241.221.11,2009/07/28,2009/07/28
2269,211.238.202.10,2008/12/25,2009/07/28
2270,216.135.37.183,2009/07/16,2009/07/28
2271,60.251.236.37,2009/07/16,2009/07/28
